,team1,team2,pre1,pre2,prob1,prob2,score1,score2
757,26,18,2167.7420130612627,2219.6404582172595,0.6789058638673097,0.7354319449350721,1.0,0.0
758,29,3,2193.466315595249,2028.4420107551935,0.9657916320379027,0.4486107062677455,0.0,11.0
759,6,15,2111.422808178139,2147.435261896794,0.7013476383836336,0.7130855514732563,3.0,8.0
760,11,3,2070.290115182879,2029.9183744660522,0.8111376894525517,0.6047632687881597,8.0,7.0
761,13,5,2040.3637265924913,2165.3574486738858,0.5938747712081771,0.8205485891043801,13.0,2.0
762,1,12,2127.3907945042147,2214.9446582986507,0.6666451647496742,0.7489592221013007,5.0,4.0
763,2,28,2172.1728986791504,2098.739398380196,0.8461855107224274,0.5680634041040304,4.0,3.0
764,8,7,2160.1030872450046,2124.20451345384,0.7778136699628454,0.6415215762957163,13.0,0.0
765,20,18,2116.5602522859917,2221.7270708042224,0.5859781955950482,0.8289402198891069,5.0,4.0
766,23,0,2063.969998078853,2104.3561394513604,0.6944794169613283,0.7244094988426746,1.0,6.0
767,19,27,2177.1357042462687,2091.8217183608185,0.850567778406976,0.5659989041945893,6.0,4.0
768,9,24,2118.2223745167307,2078.8500523023176,0.7942261546711873,0.6202994687870099,6.0,4.0
769,21,16,2069.2371348318993,2189.6431292729403,0.5666658664449024,0.8496308654763632,6.0,5.0
770,23,0,2062.2189042251666,2106.104971720542,0.7075233664398248,0.7086988462307314,7.0,6.0
771,22,14,2110.838903397544,2235.3910362546444,0.5663945529520963,0.8478213127203283,6.0,7.0
772,19,27,2175.5654757553557,2093.3910293892627,0.8796584088188918,0.5345956335038519,6.0,4.0
773,1,12,2122.160124033944,2220.174653738356,0.602874897099295,0.8116759317064905,14.0,7.0
774,9,24,2120.2593017659597,2076.8114431715076,0.8287066025062548,0.5880779084769637,3.0,4.0
775,11,3,2068.795278095493,2031.4171966321699,0.803732686985195,0.611957235433374,2.0,1.0
776,6,15,2113.036536134248,2145.8201853138703,0.6807650176614883,0.7337093002331518,0.0,1.0
777,13,5,2042.9291431975885,2162.793221557633,0.5447034958874596,0.8729789591498399,1.0,6.0
778,20,18,2118.5969107506166,2219.6905017778013,0.6561740313242836,0.7604515831973292,1.0,3.0
779,8,7,2158.4007389259114,2125.9043720167583,0.8329952158266254,0.581231426057221,2.0,0.0
780,2,28,2174.2315469474374,2096.679660979038,0.8194553977559994,0.5970043102371794,1.0,2.0
781,21,16,2071.4274759650307,2187.4558830956466,0.5795773292689171,0.8361172723885458,2.0,5.0
782,26,4,2172.136088827288,2129.4140897866637,0.8138596408407583,0.6004046569894457,0.0,5.0
783,29,17,2196.3885547801947,2145.7697601227096,0.8580525180029122,0.5563719867031539,1.0,3.0
784,3,11,2033.0970193217602,2067.120549791592,0.6970959610825739,0.7208434238346083,0.0,1.0
785,18,20,2223.722470915126,2114.5646584143255,0.8490694990786083,0.5705244542172407,7.0,11.0
786,23,0,2064.4818323672425,2103.8524062787014,0.687734918050597,0.7330174652273422,3.0,5.0
787,22,14,2113.0757051167525,2233.1531868478964,0.5861836746056854,0.8282223623283328,2.0,5.0
788,19,27,2172.8623000180605,2096.0948999157213,0.7907916330115058,0.6356262379100512,5.0,1.0
789,1,12,2125.7293567297334,2216.6058004136166,0.6462150065764428,0.7684005661104619,2.0,8.0
790,9,24,2118.252755919594,2078.823682058209,0.8321793065380284,0.5859918481219716,5.0,2.0
791,5,13,2161.7198635816503,2044.0028849076336,0.9201532886835146,0.4941502900093523,5.0,4.0
792,3,11,2036.3898894233203,2063.8369476693,0.7198435647136286,0.696537416682242,0.0,4.0
793,15,6,2147.888575804914,2110.9700691678495,0.7965286392517106,0.6187819884193694,2.0,3.0
794,2,28,2170.1817947294,2100.7305618670853,0.8304994108163956,0.5840484768542371,10.0,1.0
795,29,17,2194.6021520984586,2147.554860449693,0.8312731703160686,0.5830656036755486,5.0,3.0
796,26,4,2169.425096373273,2132.126315724828,0.8023199421789182,0.6119083747905053,5.0,1.0
797,7,8,2127.9444546326467,2156.3564980389365,0.6498191664247981,0.766579095535084,2.0,4.0
798,16,21,2185.317410574972,2073.5676905864966,0.8808549636123282,0.5335088149920836,7.0,3.0
799,23,19,2068.903491838678,2168.4456968160002,0.5820055930576198,0.8355180631066892,1.0,11.0
